new_index,neuron_id,body_id,type,side,column,row,col,lineage,birth,in_degree,out_degree,in_degree_new,out_degree_new,syn_in,syn_out,pre_types,post_types,pathways
31,881,881,R1-R6,R,4,0,4,R1-R6_R,98,0,1,0,0,0.0,1.0,,PVLP:1,"brightness,→loom"
32,882,882,LPLC2,R,34,4,2,LPLC2_R,25,0,48,0,40,0.0,373.0,,PVLP:48,loom
33,883,883,T4c,L,5,0,5,T4c_L,50,0,6,0,3,0.0,27.0,,VS:6,climb
34,884,884,T4a,L,34,4,2,T4a_L,50,0,1,0,0,0.0,14.0,,HS:1,yaw
35,885,885,R1-R6,L,9,1,1,R1-R6_L,98,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
36,886,886,R1-R6,R,32,4,0,R1-R6_R,99,0,0,0,0,0.0,0.0,,,brightness
37,887,887,T4d,L,21,2,5,T4d_L,50,0,22,0,18,0.0,126.0,,LPi_v:22,descend
38,888,888,T4d,R,30,3,6,T4d_R,50,0,26,0,23,0.0,153.0,,LPi_v:26,descend
39,889,889,R1-R6,L,25,3,1,R1-R6_L,99,0,0,0,0,0.0,0.0,,,brightness
40,890,890,T4a,R,5,0,5,T4a_R,48,0,2,0,0,0.0,9.0,,HS:2,yaw
41,891,891,R1-R6,L,41,5,1,R1-R6_L,100,0,0,0,0,0.0,0.0,,,brightness
42,892,892,T4a,R,42,5,2,T4a_R,49,0,2,0,0,0.0,11.0,,HS:2,yaw
43,893,893,R1-R6,L,19,2,3,R1-R6_L,101,0,2,0,2,0.0,2.0,,PVLP:2,"brightness,→loom"
44,894,894,R1-R6,R,39,4,7,R1-R6_R,100,0,0,0,0,0.0,0.0,,,brightness
45,895,895,T4d,R,2,0,2,T4d_R,51,0,29,0,26,0.0,217.0,,LPi_v:29,descend
46,896,896,PVLP,R,33,4,1,PVLP_R,20,113,18,96,13,800.0,59.0,"LPLC2:69,LC4:29,PVLP_inh:15","LAL_inh:17,DNp03:1","loom,←saccade,→steer,→saccade"
47,897,897,T4b,L,0,0,0,T4b_L,53,0,16,0,13,0.0,128.0,,LPi_h:16,yaw
48,898,898,LC4,R,36,4,4,LC4_R,12,0,52,0,44,0.0,322.0,,PVLP:52,loom
49,899,899,T4c,R,4,0,4,T4c_R,50,0,8,0,6,0.0,54.0,,VS:8,climb
50,900,900,T4c,R,21,2,5,T4c_R,51,0,5,0,3,0.0,34.0,,VS:5,climb
51,901,901,PVLP,R,12,1,4,PVLP_R,21,114,29,101,25,743.0,86.0,"LPLC2:69,LC4:39,R1-R6:4,PVLP_inh:2","LAL_inh:28,DNp03:1","loom,←saccade,←brightness,→steer,→saccade"
52,902,902,T4d,L,25,3,1,T4d_L,51,0,29,0,26,0.0,179.0,,LPi_v:29,descend
53,903,903,LAL_inh,R,44,5,4,LAL_inh_R,12,81,58,68,51,396.0,1325.0,"PVLP:41,haltere:39,HS:1",DNg02:58,"steer,←yaw,←damping,←loom,→lift"
54,904,904,R1-R6,L,25,3,1,R1-R6_L,102,0,0,0,0,0.0,0.0,,,brightness
55,905,905,LPLC2,R,16,2,0,LPLC2_R,26,0,40,0,34,0.0,301.0,,"PVLP:39,DNp01:1","loom,→escape"
56,906,906,R1-R6,R,17,2,1,R1-R6_R,101,0,0,0,0,0.0,0.0,,,brightness
57,907,907,T4c,R,24,3,0,T4c_R,52,0,55,0,51,0.0,372.0,,VS:55,climb
58,908,908,PVLP,R,38,4,6,PVLP_R,22,87,12,76,8,730.0,21.0,"LPLC2:76,LC4:10,PVLP_inh:1",LAL_inh:12,"loom,←saccade,→steer"
59,909,909,LAL_inh,R,36,4,4,LAL_inh_R,13,101,61,88,55,481.0,1015.0,"haltere:53,PVLP:47,DNp03:1",DNg02:61,"steer,←damping,←loom,←saccade,→lift"
60,910,910,R1-R6,R,32,4,0,R1-R6_R,102,0,0,0,0,0.0,0.0,,,brightness
61,911,911,PVLP,L,2,0,2,PVLP_L,20,93,19,78,14,584.0,82.0,"LPLC2:60,LC4:23,R1-R6:8,PVLP_inh:2","LAL_inh:17,DNp03:2","loom,←brightness,←saccade,→steer,→saccade"
62,912,912,LC4,R,16,2,0,LC4_R,13,0,32,0,26,0.0,195.0,,"PVLP:31,DNp01:1","loom,→escape"
63,913,913,T4a,R,35,4,3,T4a_R,50,0,0,0,0,0.0,0.0,,,yaw
64,914,914,R1-R6,L,6,0,6,R1-R6_L,103,0,4,0,3,0.0,4.0,,PVLP:4,"brightness,→loom"
65,915,915,T4b,R,23,2,7,T4b_R,51,0,13,0,10,0.0,87.0,,LPi_h:13,yaw
66,916,916,PVLP,L,26,3,2,PVLP_L,21,125,20,110,15,851.0,73.0,"LPLC2:89,LC4:26,PVLP_inh:7,R1-R6:3","LAL_inh:19,DNp03:1","loom,←brightness,←saccade,→steer,→saccade"
67,917,917,T4d,R,4,0,4,T4d_R,52,0,26,0,23,0.0,227.0,,LPi_v:26,descend
68,918,918,R1-R6,L,13,1,5,R1-R6_L,104,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
69,919,919,LPLC2,L,16,2,0,LPLC2_L,24,0,40,0,34,0.0,297.0,,"PVLP:39,DNp01:1","loom,→escape"
70,920,920,T4b,L,0,0,0,T4b_L,54,0,23,0,19,0.0,170.0,,LPi_h:23,yaw
71,921,921,T4d,R,20,2,4,T4d_R,53,0,24,0,22,0.0,154.0,,LPi_v:24,descend
72,922,922,R1-R6,R,12,1,4,R1-R6_R,103,0,0,0,0,0.0,0.0,,,brightness
73,923,923,VS,L,24,3,0,VS_L,6,176,67,159,57,1135.0,703.0,"T4c:152,LPi_v:24",DNg02:67,"climb,←descend,→lift"
74,924,924,T4a,L,46,5,6,T4a_L,51,0,1,0,0,0.0,18.0,,HS:1,yaw
75,925,925,R1-R6,R,23,2,7,R1-R6_R,104,0,2,0,2,0.0,2.0,,PVLP:2,"brightness,→loom"
76,926,926,T4b,L,2,0,2,T4b_L,55,0,17,0,14,0.0,113.0,,LPi_h:17,yaw
77,927,927,haltere,R,15,1,7,haltere_R,17,0,52,0,42,0.0,307.0,,"DNg02:39,LAL_inh:13","damping,→lift,→steer"
78,928,928,VS,L,0,0,0,VS_L,7,183,66,164,57,1099.0,778.0,"T4c:159,LPi_v:24",DNg02:66,"climb,←descend,→lift"
79,929,929,R1-R6,R,33,4,1,R1-R6_R,105,0,0,0,0,0.0,0.0,,,brightness
80,930,930,T4c,L,19,2,3,T4c_L,51,0,11,0,8,0.0,58.0,,VS:11,climb
81,931,931,T4a,L,46,5,6,T4a_L,52,0,2,0,0,0.0,18.0,,HS:2,yaw
82,932,932,T4a,L,42,5,2,T4a_L,53,0,2,0,0,0.0,17.0,,HS:2,yaw
83,933,933,T4c,R,39,4,7,T4c_R,53,0,4,0,0,0.0,19.0,,VS:4,climb
84,934,934,R1-R6,R,22,2,6,R1-R6_R,106,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
85,935,935,T4c,L,43,5,3,T4c_L,52,0,11,0,7,0.0,78.0,,VS:11,climb
86,936,936,T4b,R,19,2,3,T4b_R,52,0,30,0,28,0.0,210.0,,LPi_h:30,yaw
87,937,937,T4d,R,9,1,1,T4d_R,54,0,29,0,25,0.0,180.0,,LPi_v:29,descend
88,938,938,LPLC2,L,32,4,0,LPLC2_L,25,0,39,0,36,0.0,323.0,,PVLP:39,loom
89,939,939,T4c,L,43,5,3,T4c_L,53,0,7,0,4,0.0,47.0,,VS:7,climb
90,940,940,T4d,R,31,3,7,T4d_R,55,0,11,0,8,0.0,90.0,,LPi_v:11,descend
91,941,941,haltere,L,3,0,3,haltere_L,17,0,62,0,53,0.0,428.0,,"DNg02:41,LAL_inh:21","damping,→steer,→lift"
92,942,942,DNg02,L,35,4,3,DNg02_L,17,137,0,113,0,1478.0,0.0,"haltere:48,LAL_inh:41,LPi_v:33,VS:14",,"lift,←descend,←yaw,←climb,←steer,←damping"
93,943,943,T4d,L,45,5,5,T4d_L,52,0,19,0,15,0.0,115.0,,LPi_v:19,descend
94,944,944,haltere,R,15,1,7,haltere_R,18,0,53,0,44,0.0,290.0,,"DNg02:42,LAL_inh:11","damping,→lift,→steer"
95,945,945,VS,R,32,4,0,VS_R,6,166,71,150,61,1026.0,670.0,"T4c:149,LPi_v:17",DNg02:71,"climb,←descend,→lift"
96,946,946,LPLC2,R,20,2,4,LPLC2_R,27,0,75,0,64,0.0,527.0,,"PVLP:74,DNp01:1","loom,→escape"
97,947,947,haltere,L,0,0,0,haltere_L,18,0,55,0,48,0.0,391.0,,"LAL_inh:29,DNg02:26","damping,→steer,→lift"
98,948,948,T4d,L,15,1,7,T4d_L,53,0,7,0,5,0.0,42.0,,LPi_v:7,descend
99,949,949,T4c,R,27,3,3,T4c_R,54,0,15,0,12,0.0,89.0,,VS:15,climb
100,950,950,R1-R6,R,39,4,7,R1-R6_R,107,0,0,0,0,0.0,0.0,,,brightness
101,951,951,PVLP,R,43,5,3,PVLP_R,23,86,21,76,17,629.0,44.0,"LPLC2:63,LC4:20,PVLP_inh:3",LAL_inh:21,"loom,←saccade,→steer"
102,952,952,T4c,R,12,1,4,T4c_R,55,0,10,0,8,0.0,67.0,,VS:10,climb
103,953,953,T4d,R,16,2,0,T4d_R,56,0,30,0,28,0.0,196.0,,LPi_v:30,descend
104,954,954,R1-R6,L,12,1,4,R1-R6_L,105,0,0,0,0,0.0,0.0,,,brightness
105,955,955,T4a,L,29,3,5,T4a_L,54,0,1,0,0,0.0,12.0,,HS:1,yaw
106,956,956,R1-R6,R,42,5,2,R1-R6_R,108,0,0,0,0,0.0,0.0,,,brightness
107,957,957,T4d,R,32,4,0,T4d_R,57,0,17,0,14,0.0,134.0,,LPi_v:17,descend
108,958,958,LAL_inh,L,4,0,4,LAL_inh_L,13,89,52,79,46,480.0,1056.0,"haltere:53,PVLP:36",DNg02:52,"steer,←damping,←loom,→lift"
109,959,959,T4c,L,47,5,7,T4c_L,54,0,2,0,0,0.0,27.0,,VS:2,climb
110,960,960,T4b,L,2,0,2,T4b_L,56,0,19,0,16,0.0,101.0,,LPi_h:19,yaw
111,961,961,DNg02,R,0,0,0,DNg02_R,17,179,0,158,0,2179.0,0.0,"VS:65,LAL_inh:48,haltere:38,LPi_v:27",,"lift,←damping,←climb,←descend,←yaw,←steer"
112,962,962,T4c,L,7,0,7,T4c_L,55,0,4,0,1,0.0,33.0,,VS:4,climb
113,963,963,DNg02,L,16,2,0,DNg02_L,18,164,0,145,0,1880.0,0.0,"VS:62,LAL_inh:62,haltere:25,LPi_v:13",,"lift,←descend,←yaw,←climb,←steer,←damping"
114,964,964,T4c,L,35,4,3,T4c_L,56,0,8,0,6,0.0,46.0,,VS:8,climb
115,965,965,T4a,L,15,1,7,T4a_L,55,0,2,0,0,0.0,9.0,,HS:2,yaw
116,966,966,T4d,R,17,2,1,T4d_R,58,0,23,0,21,0.0,129.0,,LPi_v:23,descend
117,967,967,LC4,L,40,5,0,LC4_L,12,0,23,0,18,0.0,152.0,,"PVLP:22,DNp01:1","loom,→escape"
118,968,968,T4d,L,28,3,4,T4d_L,54,0,29,0,28,0.0,188.0,,LPi_v:29,descend
119,969,969,LC4,L,24,3,0,LC4_L,13,0,39,0,30,0.0,223.0,,PVLP:39,loom
120,970,970,R1-R6,L,33,4,1,R1-R6_L,106,0,0,0,0,0.0,0.0,,,brightness
121,971,971,R1-R6,R,26,3,2,R1-R6_R,109,0,0,0,0,0.0,0.0,,,brightness
122,972,972,haltere,L,45,5,5,haltere_L,19,0,52,0,46,0.0,318.0,,"DNg02:28,LAL_inh:24","damping,→steer,→lift"
123,973,973,T4a,R,4,0,4,T4a_R,51,0,1,0,0,0.0,13.0,,HS:1,yaw
124,974,974,PVLP_inh,R,40,5,0,PVLP_inh_R,6,1,28,0,23,30.0,162.0,DNp03:1,"PVLP:27,DNp03:1","saccade,→loom"
125,975,975,PVLP,R,31,3,7,PVLP_R,24,59,10,47,7,403.0,26.0,"LPLC2:48,LC4:9,R1-R6:2",LAL_inh:10,"loom,←brightness,→steer"
126,976,976,T4d,L,2,0,2,T4d_L,55,0,26,0,22,0.0,154.0,,LPi_v:26,descend
127,977,977,PVLP,R,43,5,3,PVLP_R,25,92,15,79,11,626.0,36.0,"LPLC2:66,LC4:23,PVLP_inh:3",LAL_inh:15,"loom,←saccade,→steer"
128,978,978,LPLC2,R,10,1,2,LPLC2_R,28,0,56,0,49,0.0,364.0,,PVLP:56,loom
129,979,979,R1-R6,L,6,0,6,R1-R6_L,107,0,2,0,1,0.0,2.0,,PVLP:2,"brightness,→loom"
130,980,980,T4a,R,20,2,4,T4a_R,52,0,2,0,0,0.0,18.0,,HS:2,yaw
131,981,981,T4a,R,32,4,0,T4a_R,53,0,2,0,0,0.0,18.0,,HS:2,yaw
132,982,982,T4c,R,26,3,2,T4c_R,56,0,16,0,13,0.0,91.0,,VS:16,climb
133,983,983,T4a,R,21,2,5,T4a_R,54,0,2,0,0,0.0,10.0,,HS:2,yaw
134,984,984,R1-R6,L,13,1,5,R1-R6_L,108,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
135,985,985,R1-R6,R,18,2,2,R1-R6_R,110,0,0,0,0,0.0,0.0,,,brightness
136,986,986,T4c,R,20,2,4,T4c_R,57,0,10,0,6,0.0,50.0,,VS:10,climb
137,987,987,T4b,L,28,3,4,T4b_L,57,0,25,0,23,0.0,135.0,,LPi_h:25,yaw
138,988,988,VS,R,0,0,0,VS_R,7,162,52,145,42,992.0,594.0,"T4c:143,LPi_v:19",DNg02:52,"climb,←descend,→lift"
139,989,989,R1-R6,L,5,0,5,R1-R6_L,109,0,5,0,3,0.0,5.0,,PVLP:5,"brightness,→loom"
140,990,990,T4a,R,26,3,2,T4a_R,55,0,2,0,0,0.0,18.0,,HS:2,yaw
141,991,991,T4a,R,24,3,0,T4a_R,56,0,1,0,0,0.0,6.0,,HS:1,yaw
142,992,992,T4d,L,8,1,0,T4d_L,56,0,22,0,19,0.0,128.0,,LPi_v:22,descend
143,993,993,LPLC2,R,18,2,2,LPLC2_R,29,0,57,0,47,0.0,408.0,,"PVLP:56,DNp01:1","loom,→escape"
144,994,994,R1-R6,R,33,4,1,R1-R6_R,111,0,0,0,0,0.0,0.0,,,brightness
145,995,995,T4d,R,40,5,0,T4d_R,59,0,17,0,14,0.0,125.0,,LPi_v:17,descend
146,996,996,LAL_inh,L,8,1,0,LAL_inh_L,14,56,41,47,36,437.0,811.0,"haltere:33,PVLP:20,HS:2,DNp03:1",DNg02:41,"steer,←damping,←loom,←saccade,←yaw,→lift"
147,997,997,T4c,R,27,3,3,T4c_R,58,0,11,0,8,0.0,65.0,,VS:11,climb
148,998,998,R1-R6,R,24,3,0,R1-R6_R,112,0,0,0,0,0.0,0.0,,,brightness
149,999,999,T4c,R,47,5,7,T4c_R,59,0,4,0,1,0.0,19.0,,VS:4,climb
150,1000,1000,DNg02,L,6,0,6,DNg02_L,19,66,0,54,0,684.0,0.0,"haltere:37,LPi_v:19,LAL_inh:10",,"lift,←descend,←steer,←damping"
151,1001,1001,R1-R6,L,1,0,1,R1-R6_L,110,0,1,0,1,0.0,2.0,,PVLP:1,"brightness,→loom"
152,1002,1002,LC4,L,40,5,0,LC4_L,14,0,25,0,20,0.0,167.0,,PVLP:25,loom
153,1003,1003,T4b,L,0,0,0,T4b_L,58,0,17,0,15,0.0,99.0,,LPi_h:17,yaw
154,1004,1004,R1-R6,L,11,1,3,R1-R6_L,111,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
155,1005,1005,T4b,R,35,4,3,T4b_R,53,0,19,0,16,0.0,108.0,,LPi_h:19,yaw
156,1006,1006,T4d,R,26,3,2,T4d_R,60,0,22,0,18,0.0,113.0,,LPi_v:22,descend
157,1007,1007,LPLC2,R,40,5,0,LPLC2_R,30,0,29,0,24,0.0,255.0,,PVLP:29,loom
158,1008,1008,T4d,L,11,1,3,T4d_L,57,0,21,0,19,0.0,130.0,,LPi_v:21,descend
159,1009,1009,LAL_inh,R,20,2,4,LAL_inh_R,14,117,70,104,63,488.0,1203.0,"haltere:58,PVLP:58,HS:1",DNg02:70,"steer,←yaw,←damping,←loom,→lift"
160,1010,1010,R1-R6,R,8,1,0,R1-R6_R,113,0,0,0,0,0.0,0.0,,,brightness
161,1011,1011,R1-R6,R,28,3,4,R1-R6_R,114,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
162,1012,1012,R1-R6,R,29,3,5,R1-R6_R,115,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
163,1013,1013,haltere,L,30,3,6,haltere_L,20,0,62,0,54,0.0,308.0,,"DNg02:46,LAL_inh:16","damping,→steer,→lift"
164,1014,1014,T4c,R,27,3,3,T4c_R,60,0,12,0,9,0.0,60.0,,VS:12,climb
165,1015,1015,R1-R6,L,21,2,5,R1-R6_L,112,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
166,1016,1016,R1-R6,L,19,2,3,R1-R6_L,113,0,0,0,0,0.0,0.0,,,brightness
167,1017,1017,T4d,L,33,4,1,T4d_L,58,0,22,0,19,0.0,181.0,,LPi_v:22,descend
168,1018,1018,T4d,L,39,4,7,T4d_L,59,0,8,0,6,0.0,63.0,,LPi_v:8,descend
169,1019,1019,T4a,L,34,4,2,T4a_L,56,0,2,0,0,0.0,14.0,,HS:2,yaw
170,1020,1020,R1-R6,L,9,1,1,R1-R6_L,114,0,1,0,1,0.0,2.0,,PVLP:1,"brightness,→loom"
171,1021,1021,haltere,R,36,4,4,haltere_R,19,0,98,0,87,0.0,697.0,,"LAL_inh:59,DNg02:39","damping,→lift,→steer"
172,1022,1022,R1-R6,L,29,3,5,R1-R6_L,115,0,0,0,0,0.0,0.0,,,brightness
173,1023,1023,LPi_v,L,24,3,0,LPi_v_L,11,85,67,76,59,513.0,449.0,T4d:85,"DNg02:35,VS:32","descend,→climb,→lift"
174,1024,1024,T4d,L,47,5,7,T4d_L,60,0,7,0,4,0.0,54.0,,LPi_v:7,descend
175,1025,1025,T4c,R,38,4,6,T4c_R,61,0,6,0,2,0.0,33.0,,VS:6,climb
176,1026,1026,T4b,R,23,2,7,T4b_R,54,0,9,0,6,0.0,69.0,,LPi_h:9,yaw
177,1027,1027,VS,R,32,4,0,VS_R,8,142,64,125,58,849.0,740.0,"T4c:131,LPi_v:11",DNg02:64,"climb,←descend,→lift"
178,1028,1028,T4d,R,17,2,1,T4d_R,61,0,24,0,22,0.0,144.0,,LPi_v:24,descend
179,1029,1029,T4c,L,0,0,0,T4c_L,57,0,46,0,44,0.0,335.0,,VS:46,climb
180,1030,1030,T4d,L,18,2,2,T4d_L,61,0,23,0,18,0.0,143.0,,LPi_v:23,descend
181,1031,1031,PVLP_inh,L,40,5,0,PVLP_inh_L,6,1,20,0,16,66.0,156.0,DNp03:1,"PVLP:18,DNp03:2","saccade,→loom"
182,1032,1032,LPLC2,R,20,2,4,LPLC2_R,31,0,78,0,68,0.0,539.0,,PVLP:78,loom
183,1033,1033,T4b,R,3,0,3,T4b_R,55,0,19,0,15,0.0,105.0,,LPi_h:19,yaw
184,1034,1034,T4b,R,3,0,3,T4b_R,56,0,24,0,22,0.0,167.0,,LPi_h:24,yaw
185,1035,1035,LPi_h,R,38,4,6,LPi_h_R,10,94,1,84,0,572.0,7.0,T4b:94,HS:1,yaw
186,1036,1036,R1-R6,R,23,2,7,R1-R6_R,116,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
187,1037,1037,T4d,R,23,2,7,T4d_R,62,0,15,0,11,0.0,77.0,,LPi_v:15,descend
188,1038,1038,T4a,R,18,2,2,T4a_R,57,0,2,0,0,0.0,16.0,,HS:2,yaw
189,1039,1039,T4a,R,4,0,4,T4a_R,58,0,1,0,0,0.0,12.0,,HS:1,yaw
190,1040,1040,LPi_v,R,19,2,3,LPi_v_R,10,121,56,107,48,693.0,570.0,T4d:121,"DNg02:51,VS:5","descend,→climb,→lift"
191,1041,1041,T4a,L,24,3,0,T4a_L,57,0,2,0,0,0.0,6.0,,HS:2,yaw
192,1042,1042,T4a,L,32,4,0,T4a_L,58,0,1,0,0,0.0,18.0,,HS:1,yaw
193,1043,1043,LC4,R,8,1,0,LC4_R,14,0,29,0,23,0.0,205.0,,"PVLP:28,DNp01:1","loom,→escape"
194,1044,1044,haltere,R,27,3,3,haltere_R,20,0,98,0,85,0.0,496.0,,"DNg02:61,LAL_inh:37","damping,→lift,→steer"
195,1045,1045,T4a,R,2,0,2,T4a_R,59,0,1,0,0,0.0,17.0,,HS:1,yaw
196,1046,1046,DNg02,L,12,1,4,DNg02_L,20,124,0,105,0,1355.0,0.0,"haltere:46,LAL_inh:38,LPi_v:33,VS:7",,"lift,←descend,←climb,←steer,←damping"
197,1047,1047,T4c,L,23,2,7,T4c_L,58,0,6,0,2,0.0,37.0,,VS:6,climb
198,1048,1048,haltere,L,3,0,3,haltere_L,21,0,77,0,66,0.0,413.0,,"DNg02:51,LAL_inh:26","damping,→steer,→lift"
199,1049,1049,T4a,R,44,5,4,T4a_R,60,0,2,0,0,0.0,14.0,,HS:2,yaw
200,1050,1050,R1-R6,L,30,3,6,R1-R6_L,116,0,0,0,0,0.0,0.0,,,brightness
201,1051,1051,LPi_v,R,38,4,6,LPi_v_R,11,112,42,95,38,627.0,451.0,T4d:112,DNg02:42,"descend,→lift"
202,1052,1052,T4b,R,24,3,0,T4b_R,57,0,29,0,26,0.0,179.0,,LPi_h:29,yaw
203,1053,1053,LPi_v,R,43,5,3,LPi_v_R,12,88,50,74,46,594.0,405.0,T4d:88,"DNg02:45,VS:5","descend,→lift,→climb"
204,1054,1054,T4a,R,17,2,1,T4a_R,61,0,1,0,0,0.0,13.0,,HS:1,yaw
205,1055,1055,T4a,R,30,3,6,T4a_R,62,0,2,0,0,0.0,7.0,,HS:2,yaw
206,1056,1056,haltere,L,36,4,4,haltere_L,22,0,97,0,88,0.0,600.0,,"DNg02:49,LAL_inh:48","damping,→steer,→lift"
207,1057,1057,LC4,L,4,0,4,LC4_L,15,0,30,0,26,0.0,188.0,,PVLP:30,loom
208,1058,1058,T4a,L,34,4,2,T4a_L,59,0,2,0,0,0.0,16.0,,HS:2,yaw
209,1059,1059,T4c,L,9,1,1,T4c_L,59,0,27,0,25,0.0,159.0,,VS:27,climb
210,1060,1060,LPi_v,L,9,1,1,LPi_v_L,12,76,51,64,44,494.0,343.0,T4d:76,"DNg02:31,VS:20","descend,→climb,→lift"
211,1061,1061,R1-R6,R,34,4,2,R1-R6_R,117,0,0,0,0,0.0,0.0,,,brightness
212,1062,1062,LAL_inh,R,12,1,4,LAL_inh_R,15,121,66,108,59,539.0,1201.0,"haltere:63,PVLP:58",DNg02:66,"steer,←damping,←loom,→lift"
213,1063,1063,T4c,L,3,0,3,T4c_L,60,0,11,0,8,0.0,60.0,,VS:11,climb
214,1064,1064,LC4,R,36,4,4,LC4_R,15,0,56,0,49,0.0,347.0,,PVLP:56,loom
215,1065,1065,R1-R6,R,4,0,4,R1-R6_R,118,0,3,0,3,0.0,3.0,,PVLP:3,"brightness,→loom"
216,1066,1066,T4d,L,27,3,3,T4d_L,62,0,20,0,18,0.0,105.0,,LPi_v:20,descend
217,1067,1067,R1-R6,R,40,5,0,R1-R6_R,119,0,0,0,0,0.0,0.0,,,brightness
218,1068,1068,T4d,R,22,2,6,T4d_R,63,0,18,0,14,0.0,95.0,,LPi_v:18,descend
219,1069,1069,T4c,L,9,1,1,T4c_L,61,0,28,0,26,0.0,175.0,,VS:28,climb
220,1070,1070,T4d,R,41,5,1,T4d_R,64,0,25,0,23,0.0,142.0,,LPi_v:25,descend
